Address,City,State,Zip,AUTO_UNIQUE_ID_2019-08-19_glenpark_address_set_7,Source,TimeTaken,UpdatedGeocoding,Version,ErrorMessage,TransactionId,naaccrQualCode,naaccrQualType,FeatureMatchingResultType,MatchedLocationType,RegionSizeUnits,InterpolationType,RegionSize,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,FeatureMatchingHierarchy,TieHandlingStrategyType,FeatureMatchingResultTypeTieBreakingNotes,GeocodeQualityType,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,Latitude,Longitude,MatchType
BEVERLY AV & 108TH AV,Oakland,CA,,18,USCGeocoder,15.6352,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
ELYSIAN FIELDS DR & ORINDA VISTA DR,Oakland,CA,,19,USCGeocoder,15.4372,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
INTERNATIONAL FROM 1ST TO FV,Oakland,CA,,20,USCGeocoder,46.8545,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
PASEO PADRE/KAPLAN,Oakland,CA,,21,USCGeocoder,31.2419,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
HIGH/BAN,Oakland,CA,,22,USCGeocoder,31.4484,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
12TH ST,Oakland,CA,,23,USCGeocoder,31.3849,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
DISTRICT 2- SPECIAL ASSIGNMENT,Oakland,CA,,24,USCGeocoder,15.341,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
BEST AV & VIRGINIA AV,Oakland,CA,,25,USCGeocoder,31.1768,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
3500 E. 12TH ST,Oakland,CA,,26,USCGeocoder,281.0466,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2577.6137035666,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.7756500375684,-122.223018820354,Relaxed
SKYLINE BLVD & WILTON DR,Oakland,CA,,27,USCGeocoder,31.2494,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
1800 50TH AV,Oakland,CA,,28,USCGeocoder,94.5698,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1843.66160869785,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.7722651309882,-122.206583020957,Relaxed
SPEC ASSIGN - TAC 4,Oakland,CA,,29,USCGeocoder,31.2892,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
2100 42ND AVE,Oakland,CA,,30,USCGeocoder,203.1089,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.7774615,-122.2102957,Relaxed
6300 LEONA ST,Oakland,CA,,31,USCGeocoder,203.1264,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.7820001,-122.1712853,Relaxed
7200 SNELL ST,Oakland,CA,,32,USCGeocoder,125.0192,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
2400 MARTIME,Oakland,CA,,33,USCGeocoder,125.0277,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
9100 KIRKHAM WAY,Oakland,CA,,34,USCGeocoder,140.5492,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
3000 BLK ADELINE ST,Oakland,CA,,35,USCGeocoder,109.4369,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
2000 SAN PABLO AVE,Oakland,CA,,36,USCGeocoder,187.4887,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.8102886,-122.2728644,Relaxed
6100 BLK CAMDEN AVE,Oakland,CA,,37,USCGeocoder,109.4006,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
800 1&2 ATHENS AV,Oakland,CA,,38,USCGeocoder,93.734,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
9600 EMPIRE CT,Oakland,CA,,39,USCGeocoder,78.1262,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,3693.95809375402,LinearInterpolationAddressRange,StreetSegment,90.0887573964497,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.7327223042398,-122.194756880312,Relaxed
HEGENBERGER RD,Oakland,CA,,40,USCGeocoder,31.2733,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
10000 SIGOURNEY AV,Oakland,CA,,41,USCGeocoder,265.6864,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.7576391,-122.1428076,Relaxed
ADDISON ST & SPAULDING AV,Oakland,CA,,42,USCGeocoder,77.9218,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
4600 BROOKDALE AVE,Oakland,CA,,43,USCGeocoder,62.3966,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1955.55437242193,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.7805426780355,-122.201784118238,Relaxed
1100 BLK JEFFERSON ST,Oakland,CA,,44,USCGeocoder,125.0028,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
2300 82ND AVE,Oakland,CA,,45,USCGeocoder,187.5022,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.7608172,-122.1684645,Relaxed
DIRECTED APTROL,Oakland,CA,,46,USCGeocoder,31.2401,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
23RD AV & NB 23RD ONRP AV,Oakland,CA,,47,USCGeocoder,31.2704,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
1600 165TH AVE,Oakland,CA,,48,USCGeocoder,593.7756,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
3200 BLANDON ROAD,Oakland,CA,,49,USCGeocoder,218.7443,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.7606039,-122.1569861,Relaxed
200 PARK VIEW AV,Oakland,CA,,50,USCGeocoder,78.1298,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,5850.96323346905,LinearInterpolationAddressRange,StreetSegment,93.6686390532544,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.8204271383715,-122.238313613824,Relaxed
ANDERSON AV & REINHARDT DR,Oakland,CA,,51,USCGeocoder,31.2505,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
BEAT 22Y,Oakland,CA,,52,USCGeocoder,31.4139,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
14TH/E 15,Oakland,CA,,53,USCGeocoder,31.2904,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
KINGSLAND AND BIRDSALL,Oakland,CA,,54,USCGeocoder,31.0177,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
600 BLK 12TH ST,Oakland,CA,,55,USCGeocoder,124.9167,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
19TH ST & RASHIDA MUHAMMAD,Oakland,CA,,56,USCGeocoder,31.1956,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
100 EDGEMONT WY,Oakland,CA,,57,USCGeocoder,234.3683,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.7504786,-122.1359971,Relaxed
9500 E STREET,Oakland,CA,,58,USCGeocoder,202.9825,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.7437769,-122.1779153,Relaxed
55/VILLAGE,Oakland,CA,,59,USCGeocoder,15.5484,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_CITY,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
0 EMBARCADREO WEST,Oakland,CA,,60,USCGeocoder,125.0078,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
E 14TH ST & W BROADMOOR BLVD,Oakland,CA,,61,USCGeocoder,31.5832,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
INTERSTATE 80 TOLL PLAZA,Oakland,CA,,62,USCGeocoder,31.4663,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
BART BERKELEY,Oakland,CA,,63,USCGeocoder,31.2009,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
600 WOOD ST,Oakland,CA,,64,USCGeocoder,62.4979,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1701.35535788909,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.8070909384099,-122.302301734387,Relaxed
1200 FRUITVALE AVE,Oakland,CA,,65,USCGeocoder,31.2445,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,1115.60973003786,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.7765801704985,-122.226224779584,Relaxed
401A PANORAMIC WY,Oakland,CA,,66,USCGeocoder,124.9939,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,54921.1778062154,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.8695226589494,-122.24523452702,Relaxed
100 GARCIA AVE,Oakland,CA,,67,USCGeocoder,109.4487,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
WB I580 CONN & MANDELA PKWY,Oakland,CA,,68,USCGeocoder,30.9593,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
2100 11TH AVENUE,Oakland,CA,,69,USCGeocoder,234.3738,1,4.1,,,03,StreetSegmentInterpolation,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,LinearInterpolation,2516.72227110527,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,FeatureClassBased,ReturnAll,,AddressRangeInterpolation,,,1,37.7958759473902,-122.242357036886,Relaxed
3800 ALAMEDA AV,Oakland,CA,,70,USCGeocoder,125.0169,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
JOAQUIN MILLER/HODGE,Oakland,CA,,71,USCGeocoder,62.4939,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
DIRECTIVE PATROL INTL FROM 1ST AND FV,Oakland,CA,,72,USCGeocoder,31.2564,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
CHINA TOWN,Oakland,CA,,73,USCGeocoder,15.625,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
300 KIRKHAM ST,Oakland,CA,,74,USCGeocoder,62.5076,1,4.1,,,11,CityCentroid,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,206369070.265232,ArealInterpolationGeometricCentroid,City,50,FeatureClassBased,ReturnAll,,CityCentroid,,,1,37.7710887807485,-122.224976664539,Relaxed;Soundex
1500 94TH AVE,Oakland,CA,,75,USCGeocoder,249.9908,1,4.1,,,00,AddressPoint,Success,LOCATION_TYPE_STREET_ADDRESS,Meters,ArealInterpolation,0,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,FeatureClassBased,ReturnAll,,AddressPoint,,,1,37.7475402,-122.1711113,Relaxed
