Address,City,State,Zip,AUTO_UNIQUE_ID_2019-08-19_glenpark_address_set_1,Source,UpdatedGeocoding,TimeTaken,TransactionId,Version,ErrorMessage,Latitude,Longitude,MatchType,MatchedLocationType,FeatureMatchingResultType,InterpolationType,InterpolationSubType,FeatureMatchingGeographyType,MatchScore,GeocodeQualityType,FeatureMatchingHierarchy,FeatureMatchingHierarchyNotes,FeatureMatchingResultTypeNotes,FeatureMatchingResultCount,FeatureMatchingResultTypeTieBreakingNotes,TieHandlingStrategyType,RegionSize,RegionSizeUnits,naaccrQualCode,naaccrQualType
4100 MASTERSON ST,Oakland,CA,,34,USCGeocoder,1,46.8963,,4.1,,37.7900154958144,-122.196279603819,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3456.02392729465,Meters,03,StreetSegmentInterpolation
8400 EDES AV,Oakland,CA,,35,USCGeocoder,1,31.2481,,4.1,,37.7420631577939,-122.194794874197,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,ExactParcelCentroidPoint,FeatureClassBased,,,1,,ReturnAll,21666.3106290102,Meters,02,Parcel
300 40TH ST,Oakland,CA,,36,USCGeocoder,1,141.2237,,4.1,,37.8277175016287,-122.256714268205,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2687.42150769243,Meters,03,StreetSegmentInterpolation
6900 BANCROFT AV,Oakland,CA,,37,USCGeocoder,1,31.2344,,4.1,,37.7681117420852,-122.179505353192,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,7787.21640274534,Meters,03,StreetSegmentInterpolation
1200 BROADWAY,Oakland,CA,,38,USCGeocoder,1,62.522,,4.1,,37.802922328427,-122.272030514013,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2068.01009542681,Meters,03,StreetSegmentInterpolation
5100 BROADWAY,Oakland,CA,,39,USCGeocoder,1,187.4744,,4.1,,37.8345943,-122.2497285,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
19TH ST & TELEGRAPH AV,Oakland,CA,,40,USCGeocoder,1,31.3088,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
200 E 18TH ST,Oakland,CA,,41,USCGeocoder,1,343.7716,,4.1,,37.8005003,-122.2534285,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
4200 INTERNATIONAL BLVD,Oakland,CA,,42,USCGeocoder,1,187.477,,4.1,,37.7733476,-122.2150484,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
500 16TH ST,Oakland,CA,,43,USCGeocoder,1,265.625,,4.1,,37.8061312642422,-122.270538631006,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3130.05108360481,Meters,03,StreetSegmentInterpolation
1600 8TH ST,Oakland,CA,,44,USCGeocoder,1,109.3711,,4.1,,37.8074460892929,-122.298955647548,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1734.3107958422,Meters,03,StreetSegmentInterpolation
73RD AV & BANCROFT AV,Oakland,CA,,45,USCGeocoder,1,31.2488,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
40TH ST & TELEGRAPH AV,Oakland,CA,,46,USCGeocoder,1,31.2227,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
2500 SAN PABLO AV,Oakland,CA,,47,USCGeocoder,1,31.3668,,4.1,,37.815749171492,-122.27495331844,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1290.79553582333,Meters,03,StreetSegmentInterpolation
13TH ST & BROADWAY,Oakland,CA,,48,USCGeocoder,1,15.6257,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
7500 INTERNATIONAL BLVD,Oakland,CA,,49,USCGeocoder,1,31.2474,,4.1,,37.7584476350364,-122.185149674,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,1219.55181880435,Meters,03,StreetSegmentInterpolation
7100 EDGEWATER DR,Oakland,CA,,50,USCGeocoder,1,78.0906,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
W GRAND AV & TELEGRAPH AV,Oakland,CA,,51,USCGeocoder,1,31.1596,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1400 BROADWAY,Oakland,CA,,52,USCGeocoder,1,62.5911,,4.1,,37.8043148524261,-122.271195625232,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2758.15554226935,Meters,03,StreetSegmentInterpolation
3200 GRAND AV,Oakland,CA,,53,USCGeocoder,1,93.5931,,4.1,,37.8114735797307,-122.247926555296,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,5897.34304778185,Meters,03,StreetSegmentInterpolation
12TH ST & BROADWAY,Oakland,CA,,54,USCGeocoder,1,31.2369,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
9800 MACARTHUR BLVD,Oakland,CA,,55,USCGeocoder,1,203.1546,,4.1,,37.7496321,-122.1583038,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
3400 SAN PABLO AV,Oakland,CA,,56,USCGeocoder,1,171.8601,,4.1,,37.8254642,-122.2776913,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2200 TELEGRAPH AV,Oakland,CA,,57,USCGeocoder,1,203.1373,,4.1,,37.8114802,-122.2687151,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
73RD AV & INTERNATIONAL BLVD,Oakland,CA,,58,USCGeocoder,1,31.3141,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
300 E 18TH ST,Oakland,CA,,59,USCGeocoder,1,312.5297,,4.1,,37.7997516,-122.2513586,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
100 14TH ST,Oakland,CA,,60,USCGeocoder,1,281.2435,,4.1,,37.8011894387939,-122.262881199168,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2630.25495949225,Meters,03,StreetSegmentInterpolation
3400 FRUITVALE AV,Oakland,CA,,61,USCGeocoder,1,203.1258,,4.1,,37.7991916,-122.2163155,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2700 ALVINGROOM CT,Oakland,CA,,62,USCGeocoder,1,234.4109,,4.1,,37.7610659,-122.161722,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
3400 E 12TH ST,Oakland,CA,,63,USCGeocoder,1,359.3683,,4.1,,37.7753831,-122.2239414,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
32ND ST & SAN PABLO AV,Oakland,CA,,64,USCGeocoder,1,31.2733,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
3700 TELEGRAPH AV,Oakland,CA,,65,USCGeocoder,1,187.4944,,4.1,,37.825475,-122.2651506,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
600 14TH ST,Oakland,CA,,66,USCGeocoder,1,296.8737,,4.1,,37.8060456,-122.2748396,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
2600 E 27TH ST,Oakland,CA,,67,USCGeocoder,1,140.6512,,4.1,,37.7910354693423,-122.221548935002,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,3657.69401966967,Meters,03,StreetSegmentInterpolation
6900 FOOTHILL BLVD,Oakland,CA,,68,USCGeocoder,1,218.7847,,4.1,,37.7696709,-122.1740135,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
3200 INTERNATIONAL BLVD,Oakland,CA,,69,USCGeocoder,1,46.8654,,4.1,,37.777721140867,-122.22575759521,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2943.41326438729,Meters,03,StreetSegmentInterpolation
10700 MACARTHUR BLVD,Oakland,CA,,70,USCGeocoder,1,62.4773,,4.1,,37.7428211441774,-122.14978803674,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,ExactParcelCentroidPoint,FeatureClassBased,,,1,,ReturnAll,41192.0668326914,Meters,02,Parcel
1900 26TH AV,Oakland,CA,,71,USCGeocoder,1,265.5685,,4.1,,37.7847828,-122.2284803,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
300 105TH AV,Oakland,CA,,72,USCGeocoder,1,359.3578,,4.1,,37.7257027,-122.1814655,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,Parcel,97.3372781065089,AddressPoint,FeatureClassBased,,,1,,ReturnAll,0,Meters,00,AddressPoint
FRUITVALE AV & MACARTHUR BLVD,Oakland,CA,,73,USCGeocoder,1,31.3137,,4.1,,37.7710887807485,-122.224976664539,Relaxed;Soundex,LOCATION_TYPE_STREET_ADDRESS,Success,ArealInterpolation,ArealInterpolationGeometricCentroid,City,50,CityCentroid,FeatureClassBased,,,1,,ReturnAll,206369070.265232,Meters,11,CityCentroid
1100 34TH ST,Oakland,CA,,74,USCGeocoder,1,109.4108,,4.1,,37.8253554521964,-122.279330942228,Relaxed,LOCATION_TYPE_STREET_ADDRESS,Success,LinearInterpolation,LinearInterpolationAddressRange,StreetSegment,96.0059171597633,AddressRangeInterpolation,FeatureClassBased,,,1,,ReturnAll,2193.39824432554,Meters,03,StreetSegmentInterpolation
